Local time,Ask,Bid,AskVolume,BidVolume
31.03.2021 08:00:30.716 GMT+0100,3451.262,3422.82,0.02,0.02
31.03.2021 08:00:37.573 GMT+0100,3455.3440000000005,3427.7790000000005,0.02,0.0075
31.03.2021 08:00:39.063 GMT+0100,3455.508,3429.533,0.02,0.0075
31.03.2021 08:00:43.945 GMT+0100,3455.426,3435.451,0.0075,0.0075
31.03.2021 08:00:43.996 GMT+0100,3463.303,3435.738,0.02,0.02
31.03.2021 08:00:44.455 GMT+0100,3457.262,3435.656,0.0075,0.02
31.03.2021 08:00:44.628 GMT+0100,3454.5490000000004,3435.6150000000002,0.0075,0.02
31.03.2021 08:00:48.573 GMT+0100,3451.508,3431.492,0.02,0.02
31.03.2021 08:00:49.564 GMT+0100,3454.508,3431.697,0.02,0.02
31.03.2021 08:01:10.035 GMT+0100,3454.5490000000004,3432.7790000000005,0.02,0.0075
31.03.2021 08:01:18.523 GMT+0100,3454.508,3431.451,0.02,0.02
31.03.2021 08:01:21.176 GMT+0100,3454.3440000000005,3432.656,0.02,0.02
31.03.2021 08:01:22.255 GMT+0100,3454.467,3431.738,0.02,0.02
31.03.2021 08:01:23.760 GMT+0100,3454.262,3432.738,0.02,0.0075
31.03.2021 08:01:33.463 GMT+0100,3454.467,3434.82,0.02,0.0075
31.03.2021 08:02:04.907 GMT+0100,3456.508,3437.5740000000005,0.02,0.02
31.03.2021 08:02:12.219 GMT+0100,3456.262,3440.451,0.02,0.0075
31.03.2021 08:02:21.784 GMT+0100,3457.467,3440.5740000000005,0.02,0.02
31.03.2021 08:02:22.434 GMT+0100,3463.303,3443.6150000000002,0.02,0.02
31.03.2021 08:02:22.606 GMT+0100,3466.221,3443.6150000000002,0.02,0.02
31.03.2021 08:02:23.072 GMT+0100,3466.1800000000003,3444.656,0.02,0.0075
31.03.2021 08:02:26.285 GMT+0100,3468.262,3444.533,0.02,0.02
31.03.2021 08:02:27.027 GMT+0100,3466.426,3444.451,0.02,0.02
31.03.2021 08:02:29.784 GMT+0100,3468,3444.82,0.02,0.02
31.03.2021 08:02:30.024 GMT+0100,3463.426,3446.7790000000005,0.0075,0.0075
31.03.2021 08:02:30.074 GMT+0100,3463.3440000000005,3446,0.02,0.02
31.03.2021 08:02:36.302 GMT+0100,3463.508,3445,0.02,0.02
31.03.2021 08:02:44.341 GMT+0100,3463.262,3446.7790000000005,0.02,0.02
31.03.2021 08:02:45.760 GMT+0100,3463.5490000000004,3450.6150000000002,0.02,0.0075
31.03.2021 08:02:49.856 GMT+0100,3465.262,3450.5740000000005,0.02,0.02
31.03.2021 08:02:59.760 GMT+0100,3467.262,3450.5740000000005,0.02,0.02
31.03.2021 08:03:20.609 GMT+0100,3465.508,3450.492,0.0075,0.02
31.03.2021 08:03:21.003 GMT+0100,3465.385,3451.6150000000002,0.02,0.0075
31.03.2021 08:03:21.053 GMT+0100,3466.262,3451.656,0.02,0.02
31.03.2021 08:03:21.418 GMT+0100,3466.5490000000004,3450.82,0.02,0.02
31.03.2021 08:03:36.380 GMT+0100,3464.426,3450.738,0.0075,0.02
31.03.2021 08:03:36.480 GMT+0100,3458.1800000000003,3443,0.02,0.02
31.03.2021 08:03:38.266 GMT+0100,3458.5490000000004,3441.5740000000005,0.02,0.02
31.03.2021 08:03:38.564 GMT+0100,3458.5490000000004,3443.6150000000002,0.02,0.0075
31.03.2021 08:03:41.898 GMT+0100,3459.426,3443.697,0.02,0.02
31.03.2021 08:03:46.057 GMT+0100,3459.467,3445.738,0.02,0.02
31.03.2021 08:03:46.107 GMT+0100,3459.5490000000004,3443.451,0.02,0.02
31.03.2021 08:03:46.584 GMT+0100,3459.467,3441.533,0.02,0.02
31.03.2021 08:04:00.254 GMT+0100,3459.3440000000005,3443.82,0.02,0.02
31.03.2021 08:04:00.364 GMT+0100,3459.508,3451,0.0075,0.0075
31.03.2021 08:04:00.464 GMT+0100,3468,3452.697,0.02,0.02
31.03.2021 08:04:00.515 GMT+0100,3468.508,3451.82,0.02,0.02
31.03.2021 08:04:00.626 GMT+0100,3468,3450.697,0.02,0.02
31.03.2021 08:04:02.449 GMT+0100,3464.262,3450.451,0.02,0.02
31.03.2021 08:04:03.346 GMT+0100,3462.467,3449.656,0.02,0.02
31.03.2021 08:04:03.396 GMT+0100,3462.467,3447.7790000000005,0.02,0.02
31.03.2021 08:04:08.624 GMT+0100,3462.1800000000003,3450.451,0.02,0.0075
31.03.2021 08:04:23.445 GMT+0100,3461.3440000000005,3450.82,0.0075,0.02
31.03.2021 08:04:23.554 GMT+0100,3459.426,3450.492,0.02,0.0075
31.03.2021 08:04:23.655 GMT+0100,3458.221,3449.6150000000002,0.02,0.02
31.03.2021 08:04:46.183 GMT+0100,3458.262,3450.656,0.02,0.0075
31.03.2021 08:04:46.234 GMT+0100,3458.262,3449.533,0.02,0.02
31.03.2021 08:04:46.284 GMT+0100,3457.508,3450,0.02,0.02
